Wavelength	Optical power
1072.05	-49.89
1072.1	-49.86
1072.15	-49.88
1072.2	-49.89
1072.25	-49.85
1072.3	-49.93
1072.35	-49.86
1072.4	-49.97
1072.45	-50
1072.5	-50.03
1072.55	-49.99
1072.6	-49.94
1072.65	-49.98
1072.7	-49.99
1072.75	-49.83
1072.8	-49.89
1072.85	-49.76
1072.9	-49.65
1072.95	-49.55
1073	-49.64
1073.05	-49.59
1073.1	-49.64
1073.15	-49.57
1073.2	-49.54
1073.25	-49.52
1073.3	-49.52
1073.35	-49.47
1073.4	-49.55
1073.45	-49.5
1073.5	-49.48
1073.55	-49.51
1073.6	-49.52
1073.65	-49.45
1073.7	-49.37
1073.75	-49.28
1073.8	-49.27
1073.85	-49.19
1073.9	-49.16
1073.95	-49.15
1074	-49.2
1074.05	-49.27
1074.1	-49.26
1074.15	-49.3
1074.2	-49.36
1074.25	-49.35
1074.3	-49.33
1074.35	-49.27
1074.4	-49.06
1074.45	-49.07
1074.5	-48.98
1074.55	-49.01
1074.6	-48.92
1074.65	-49
1074.7	-48.97
1074.75	-49.05
1074.8	-48.96
1074.85	-49.12
1074.9	-48.93
1074.95	-48.89
1075	-48.83
1075.05	-48.9
1075.1	-48.8
1075.15	-48.78
1075.2	-48.7
1075.25	-48.79
1075.3	-48.71
1075.35	-48.9
1075.4	-48.9
1075.45	-49.06
1075.5	-48.95
1075.55	-49.04
1075.6	-48.98
1075.65	-49.13
1075.7	-49.07
1075.75	-49.12
1075.8	-49
1075.85	-49.18
1075.9	-48.96
1075.95	-49.27
1076	-49.06
1076.05	-49.19
1076.1	-49.14
1076.15	-49.28
1076.2	-49.16
1076.25	-49.27
1076.3	-49.22
1076.35	-49.09
1076.4	-49.43
1076.45	-49.25
1076.5	-49.48
1076.55	-49.37
1076.6	-49.56
1076.65	-49.42
1076.7	-49.72
1076.75	-49.49
1076.8	-49.67
1076.85	-49.55
1076.9	-49.93
1076.95	-49.73
1077	-49.97
1077.05	-49.81
1077.1	-49.87
1077.15	-49.8
1077.2	-49.97
1077.25	-49.74
1077.3	-49.95
1077.35	-49.81
1077.4	-49.91
1077.45	-49.85
1077.5	-50
1077.55	-49.9
1077.6	-50.05
1077.65	-49.86
1077.7	-50.07
1077.75	-49.89
1077.8	-50.05
1077.85	-49.76
1077.9	-50
1077.95	-49.86
1078	-49.89
1078.05	-49.63
1078.1	-49.71
1078.15	-49.65
1078.2	-49.53
1078.25	-49.3
1078.3	-49.48
1078.35	-49.42
1078.4	-49.59
1078.45	-49.58
1078.5	-49.74
1078.55	-49.59
1078.6	-49.65
1078.65	-49.6
1078.7	-49.63
1078.75	-49.65
1078.8	-49.76
1078.85	-49.76
1078.9	-49.94
1078.95	-49.96
1079	-49.9
1079.05	-49.85
1079.1	-49.8
1079.15	-49.76
1079.2	-49.83
1079.25	-49.7
1079.3	-49.71
1079.35	-49.84
1079.4	-49.99
1079.45	-50.06
1079.5	-49.95
1079.55	-49.85
1079.6	-49.92
1079.65	-49.74
1079.7	-49.8
1079.75	-49.86
1079.8	-49.97
1079.85	-49.99
1079.9	-50.03
1079.95	-50.16
1080	-50.22
1080.05	-50.34
1080.1	-50.53
1080.15	-50.7
1080.2	-50.73
1080.25	-50.83
1080.3	-50.79
1080.35	-50.94
1080.4	-50.92
1080.45	-51.03
1080.5	-51
1080.55	-51.01
1080.6	-51.05
1080.65	-51.29
1080.7	-51.3
1080.75	-51.4
1080.8	-51.28
1080.85	-51.26
1080.9	-51.38
1080.95	-51.39
1081	-51.4
1081.05	-51.47
1081.1	-51.58
1081.15	-51.55
1081.2	-51.54
1081.25	-51.71
1081.3	-51.8
1081.35	-51.71
1081.4	-51.81
1081.45	-51.69
1081.5	-51.73
1081.55	-51.76
1081.6	-51.7
1081.65	-51.68
1081.7	-51.69
1081.75	-51.75
1081.8	-51.67
1081.85	-51.54
1081.9	-51.49
1081.95	-51.66
1082	-51.74
1082.05	-51.69
1082.1	-51.79
1082.15	-51.75
1082.2	-51.83
1082.25	-51.69
1082.3	-51.74
1082.35	-51.81
1082.4	-51.8
1082.45	-51.83
1082.5	-52.04
1082.55	-51.89
1082.6	-51.87
1082.65	-51.84
1082.7	-51.78
1082.75	-51.6
1082.8	-51.77
1082.85	-51.56
1082.9	-51.3
1082.95	-51.49
1083	-51.28
1083.05	-51.4
1083.1	-51.2
1083.15	-51.52
1083.2	-51.38
1083.25	-51.44
1083.3	-51.4
1083.35	-51.53
1083.4	-51.35
1083.45	-51.66
1083.5	-51.65
1083.55	-51.78
1083.6	-51.63
1083.65	-51.7
1083.7	-51.62
1083.75	-51.68
1083.8	-51.66
1083.85	-51.88
1083.9	-51.84
1083.95	-52.15
1084	-52.16
1084.05	-52.24
1084.1	-52.25
1084.15	-52.4
1084.2	-52.28
1084.25	-52.51
1084.3	-52.34
1084.35	-52.51
1084.4	-52.32
1084.45	-52.52
1084.5	-52.57
1084.55	-52.79
1084.6	-52.84
1084.65	-53.35
1084.7	-53.11
1084.75	-53.38
1084.8	-53.37
1084.85	-53.3
1084.9	-53.25
1084.95	-53.44
1085	-53.37
1085.05	-53.46
1085.1	-53.34
1085.15	-53.53
1085.2	-53.63
1085.25	-53.73
1085.3	-53.77
1085.35	-53.75
1085.4	-53.81
1085.45	-53.91
1085.5	-53.96
1085.55	-53.91
1085.6	-53.96
1085.65	-54.02
1085.7	-54.23
1085.75	-54.21
1085.8	-54.12
1085.85	-54.24
1085.9	-54.16
1085.95	-54.21
1086	-54.36
1086.05	-54.2
1086.1	-54.14
1086.15	-54.39
1086.2	-54.31
1086.25	-54.41
1086.3	-54.18
1086.35	-54.3
1086.4	-54.27
1086.45	-54.45
1086.5	-54.21
1086.55	-54.1
1086.6	-54.09
1086.65	-54.26
1086.7	-54.13
1086.75	-54.21
1086.8	-54.15
1086.85	-54.31
1086.9	-54.28
1086.95	-54.45
1087	-54.61
1087.05	-54.54
1087.1	-54.51
1087.15	-54.47
1087.2	-54.7
1087.25	-54.71
1087.3	-54.57
1087.35	-54.61
1087.4	-54.57
1087.45	-54.58
1087.5	-54.46
1087.55	-54.43
1087.6	-54.49
1087.65	-54.43
1087.7	-54.61
1087.75	-54.66
1087.8	-54.75
1087.85	-54.94
1087.9	-54.53
1087.95	-54.56
1088	-54.54
1088.05	-54.63
1088.1	-54.64
1088.15	-54.49
1088.2	-54.57
1088.25	-54.5
1088.3	-54.67
1088.35	-54.64
1088.4	-55
1088.45	-54.98
1088.5	-55.1
1088.55	-55.15
1088.6	-55.06
1088.65	-55.17
1088.7	-55.16
1088.75	-55.42
1088.8	-55.3
1088.85	-55.21
1088.9	-55.25
1088.95	-55.46
1089	-55.65
1089.05	-55.69
1089.1	-55.8
1089.15	-55.83
1089.2	-55.73
1089.25	-55.86
1089.3	-56.06
1089.35	-56.32
1089.4	-56
1089.45	-56.23
1089.5	-56.06
1089.55	-56.18
1089.6	-56.18
1089.65	-55.86
1089.7	-56.07
1089.75	-56.09
1089.8	-56.11
1089.85	-55.98
1089.9	-56.24
1089.95	-56.38
1090	-56.32
1090.05	-56.41
1090.1	-56.53
1090.15	-56.3
1090.2	-56.17
1090.25	-56.41
1090.3	-56.53
1090.35	-56.64
1090.4	-56.52
1090.45	-56.75
1090.5	-56.84
1090.55	-56.82
1090.6	-56.9
1090.65	-56.89
1090.7	-56.47
1090.75	-56.85
1090.8	-56.82
1090.85	-56.82
1090.9	-57.12
1090.95	-57.06
1091	-57.26
1091.05	-57.13
1091.1	-56.92
1091.15	-57.32
1091.2	-57.07
1091.25	-57.15
1091.3	-57.58
1091.35	-57.05
1091.4	-57.19
1091.45	-57.38
1091.5	-57.77
1091.55	-57.17
1091.6	-57.68
1091.65	-57.33
1091.7	-57.19
1091.75	-57.55
1091.8	-57.25
1091.85	-57.19
1091.9	-57.27
1091.95	-57.34
1092	-57.72
1092.05	-57.28
1092.1	-57.65
1092.15	-57.66
1092.2	-57.79
1092.25	-57.89
1092.3	-57.71
1092.35	-57.68
1092.4	-57.63
1092.45	-57.66
1092.5	-57.66
1092.55	-57.74
1092.6	-58.12
1092.65	-57.38
1092.7	-57.86
1092.75	-57.82
1092.8	-57.68
1092.85	-57.94
1092.9	-57.62
1092.95	-58.06
1093	-58.02
1093.05	-57.92
1093.1	-58.09
1093.15	-57.83
1093.2	-58.24
1093.25	-58.34
1093.3	-58.45
1093.35	-58.01
1093.4	-58.45
1093.45	-58.4
1093.5	-58.25
1093.55	-58.52
1093.6	-58.74
1093.65	-58.81
1093.7	-59.07
1093.75	-58.33
1093.8	-58.51
1093.85	-59.04
1093.9	-59.07
1093.95	-58.57
1094	-58.65
1094.05	-59.59
1094.1	-58.98
1094.15	-59.52
1094.2	-58.81
1094.25	-58.91
1094.3	-58.47
1094.35	-58.81
1094.4	-59.09
1094.45	-59.35
1094.5	-58.99
1094.55	-59.31
1094.6	-59.27
1094.65	-59.55
1094.7	-59.66
1094.75	-59.68
1094.8	-60.06
1094.85	-59.57
1094.9	-59.86
1094.95	-59.55
1095	-59.55
1095.05	-59.76
1095.1	-59.38
1095.15	-59.69
1095.2	-59.54
1095.25	-59.33
1095.3	-59.22
1095.35	-59.94
1095.4	-59.61
1095.45	-59.73
1095.5	-60.17
1095.55	-60.39
1095.6	-59.47
1095.65	-59.58
1095.7	-59.49
1095.75	-59.93
1095.8	-60.37
1095.85	-60.12
1095.9	-60.13
1095.95	-60.14
1096	-60.28
1096.05	-60.43
1096.1	-60.08
1096.15	-60.38
1096.2	-60.37
1096.25	-60.43
1096.3	-59.87
1096.35	-59.84
1096.4	-60.48
1096.45	-60.16
1096.5	-60.48
1096.55	-60.34
1096.6	-60.53
1096.65	-60.89
1096.7	-60.77
1096.75	-60.73
1096.8	-61.04
1096.85	-60.73
1096.9	-60.76
1096.95	-60.86
1097	-61.17
1097.05	-61.13
1097.1	-61.37
1097.15	-61.24
1097.2	-62.08
1097.25	-61.15
1097.3	-61.34
1097.35	-60.84
1097.4	-61.8
1097.45	-60.44
1097.5	-61.12
1097.55	-60.59
1097.6	-61.16
1097.65	-61.37
1097.7	-61.96
1097.75	-62.26
1097.8	-61.84
1097.85	-61.85
1097.9	-62.08
1097.95	-62.3
1098	-62.04
1098.05	-61.36
1098.1	-61.84
1098.15	-61.53
1098.2	-62.01
1098.25	-61.45
1098.3	-62.95
1098.35	-61.59
1098.4	-62.17
1098.45	-62.36
1098.5	-62.21
1098.55	-62.39
1098.6	-61.8
1098.65	-62.24
1098.7	-62.38
1098.75	-62.34
1098.8	-61.62
1098.85	-62.05
1098.9	-62.16
1098.95	-61.79
1099	-62.6
1099.05	-62.62
1099.1	-62.09
1099.15	-61.94
1099.2	-62.24
1099.25	-62.44
1099.3	-62.84
1099.35	-62.43
1099.4	-62.79
1099.45	-62.55
1099.5	-62.03
1099.55	-62.79
1099.6	-62.56
1099.65	-61.86
1099.7	-62.16
1099.75	-62.69
1099.8	-63.22
1099.85	-62.73
1099.9	-62.84
1099.95	-63.44
1100	-62.96
1100.05	-62.34
1100.1	-62.31
1100.15	-63.11
1100.2	-62.82
1100.25	-62.71
1100.3	-63.31
1100.35	-63.56
1100.4	-62.07
1100.45	-62.98
1100.5	-62.94
1100.55	-62.84
1100.6	-63.03
1100.65	-63.58
1100.7	-64.81
1100.75	-63.33
1100.8	-62.84
1100.85	-62.65
1100.9	-62.95
1100.95	-63.44
1101	-63.14
1101.05	-63.21
1101.1	-62.97
1101.15	-62.37
1101.2	-63.96
1101.25	-63.24
1101.3	-63.82
1101.35	-64.28
1101.4	-62.92
1101.45	-62.92
1101.5	-63.46
1101.55	-63.84
1101.6	-63.53
1101.65	-62.9
1101.7	-63.65
1101.75	-64.24
1101.8	-64.86
1101.85	-64.05
1101.9	-63.3
1101.95	-63.17
1102	-62.75
1102.05	-63.2
1102.1	-63.62
1102.15	-64.57
1102.2	-64.96
1102.25	-64.96
1102.3	-64.06
1102.35	-65.72
1102.4	-64.32
1102.45	-63.76
1102.5	-63.77
1102.55	-65.14
1102.6	-64.31
1102.65	-63.08
1102.7	-66.71
1102.75	-63.9
1102.8	-64.24
1102.85	-63.77
1102.9	-66.01
1102.95	-64.63
1103	-64.69
1103.05	-65.6
1103.1	-64.22
1103.15	-63.55
1103.2	-64.42
1103.25	-63.4
1103.3	-65.27
1103.35	-65.64
1103.4	-64.26
1103.45	-63.82
1103.5	-68.26
1103.55	-65.3
1103.6	-65.66
1103.65	-64.55
1103.7	-63.78
1103.75	-63.27
1103.8	-63.82
1103.85	-65.65
1103.9	-64.89
1103.95	-65.01
1104	-65.12
1104.05	-64.88
1104.1	-64.92
1104.15	-65.47
1104.2	-64.26
1104.25	-64.97
1104.3	-66.03
1104.35	-66.56
1104.4	-65.3
1104.45	-63.85
1104.5	-64.75
1104.55	-66.15
1104.6	-64.71
1104.65	-64.8
1104.7	-64.5
1104.75	-64.52
1104.8	-65.88
1104.85	-63.71
1104.9	-66.11
1104.95	-63.94
1105	-64.49
